-1.453687582,-0.287707913
-1.450586334,-0.234024189
-1.447486201,-0.180121177
-1.44438718,-0.115537954
-1.441289271,-0.020347955
-1.438192472,0.164350174
-1.435096781,0.699330314
-1.432002195,1.895338235
-1.428908715,2.397241997
-1.425816338,2.559163713
-1.422725061,2.640844701
-1.419634885,2.695433352
-1.416545806,2.740475644
-1.413457823,2.785149059
-1.410370935,2.837919754
-1.40728514,2.906579882
-1.404200435,3.010492841
-1.40111682,-3.057656672
-1.398034293,-2.306417102
-1.394952851,-1.018213788
-1.391872493,-0.644705208
-1.388793217,-0.502458268
-1.385715022,-0.42529366
-1.382637905,-0.37900563
-1.379561866,-0.34451514
-1.376486901,-0.314203503
-1.37341301,-0.282408886
-1.37034019,-0.240587198
-1.36726844,-0.21219318
-1.364197758,0.074439386
-1.361128142,2.55904551
-1.35805959,2.733205359
-1.3549921,2.779045227
-1.351925671,2.802379331
-1.348860301,2.817193618
-1.345795988,2.827010583
-1.34273273,2.830297955
-1.339670524,2.804965832
-1.336609371,2.75393904
-1.333549266,2.638756434
-1.330490209,2.298041652
-1.327432198,1.194447039
-1.32437523,0.459542054
-1.321319304,0.25648116
-1.318264419,0.197648534
-1.315210571,0.181791634
-1.312157759,0.18357702
-1.309105982,0.195534654
-1.306055237,0.21511918
-1.303005522,0.242695119
-1.299956836,0.284748164
-1.296909176,0.429133877
-1.293862541,-3.008303674
-1.290816929,-2.878628332
-1.287772337,-2.820746823
-1.284728763,-2.769234245
-1.281686207,-2.714342306
-1.278644665,-2.650792526
-1.275604136,-2.570828285
-1.272564618,-2.46542259
-1.269526109,-2.318451308
-1.266488607,-2.072958625
-1.263452109,-1.528548017
-1.260416615,-0.493402499
-1.257382121,0.135019151
-1.254348626,0.418109224
-1.251316128,0.592149146
-1.248284625,0.718851521
-1.245254115,0.831618067
-1.242224595,0.945295188
-1.239196065,1.070559845
-1.236168521,1.219082395
-1.233141961,1.406793174
-1.230116385,1.805278224
-1.227091789,2.061854294
-1.224068172,2.325887501
-1.221045531,2.598880121
-1.218023865,2.889837506
-1.215003171,-3.072336799
-1.211983447,-2.718032619
-1.208964692,-2.357982783
-1.205946903,-2.036716636
-1.202930078,-1.749399635
-1.199914216,-1.479649821
-1.196899313,-1.205652355
-1.193885368,-0.906356644
-1.190872379,-0.569574283
-1.187860344,-0.206668028
-1.18484926,0.144238516
-1.181839126,0.414894421
-1.17882994,0.631230717
-1.175821698,0.816211653
-1.1728144,0.984451799
-1.169808043,1.144871511
-1.166802625,1.303018504
-1.163798144,1.453089073
-1.160794598,1.575396061
-1.157791984,1.673154213
-1.1547903,1.746117596
-1.151789545,1.789330684
-1.148789717,1.876612954
-1.145790812,1.82713275
-1.142792829,1.045399436
-1.139795766,-0.450322746
-1.136799621,-0.540030556
-1.133804391,-0.508363263
-1.130810074,-0.436417864
-1.127816669,-0.336453944
-1.124824172,-0.208016817
-1.121832582,-0.045766706
-1.118841897,0.164505479
-1.115852115,0.398184144
-1.112863233,0.625890769
-1.109875249,0.841369954
-1.106888161,1.039111066
-1.103901966,1.216402987
-1.100916664,1.373859749
-1.09793225,1.515109823
-1.094948724,1.585637156
-1.091966083,1.556599336
-1.088984325,1.30424031
-1.086003448,1.313687171
-1.083023449,0.553558357
-1.080044326,-0.065102179
-1.077066077,-0.265627708
-1.0740887,-0.311102441
-1.071112193,-0.258662787
-1.068136553,-0.191072739
-1.065161778,-0.109199037
-1.062187866,-0.01186407
-1.059214815,0.102874641
-1.056242622,0.236953447
-1.053271286,0.391340458
-1.050300804,0.562933794
-1.047331174,0.718454077
-1.044362393,0.842695875
-1.04139446,0.931962317
-1.038427372,0.982505528
-1.035461126,0.985917554
-1.032495722,1.173666196
-1.029531156,1.134029602
-1.026567426,0.972102623
-1.02360453,0.63074337
-1.020642466,0.267978592
-1.017681231,0.021269572
-1.014720824,-0.103996804
-1.011761241,-0.153695967
-1.008802481,-0.161802141
-1.005844542,-0.147807951
-1.00288742,-0.11687731
-0.999931115,-0.071447469
-0.996975623,-0.02611507
-0.994020943,0.015419331
-0.991067072,0.049746667
-0.988114008,0.073014409
-0.985161748,0.35614664
-0.982210291,0.401912486
-0.979259634,0.465395618
-0.976309774,0.525706777
-0.97336071,0.581194345
-0.97041244,0.59984556
-0.96746496,0.527353605
-0.964518269,0.332117075
-0.961572364,0.094038211
-0.958627244,-0.076990777
-0.955682905,-0.169207509
-0.952739346,-0.200701795
-0.949796564,-0.209873558
-0.946854557,-0.213759315
-0.943913323,-0.219218043
-0.940972859,-0.006253373
-0.938033164,6.47E-04
-0.935094234,0.021145535
-0.932156067,0.05206487
-0.929218662,0.080685887
-0.926282016,0.110993869
-0.923346126,0.137763555
-0.920410991,0.150952167
-0.917476607,0.13812404
-0.914542974,0.084375898
-0.911610088,-0.026138424
-0.908677947,-0.20246689
-0.905746548,-0.426038662
-0.902815891,-0.330898847
-0.899885971,-0.492263574
-0.896956787,-0.594587483
-0.894028337,-0.645561078
-0.891100618,-0.655963914
-0.888173628,-0.635967769
-0.885247365,-0.595015103
-0.882321826,-0.542301106
-0.879397009,-0.475312648
-0.876472912,-0.4109843
-0.873549532,-0.360001743
-0.870626867,-0.327663051
-0.867704915,-0.318448874
-0.864783673,-0.078425488
-0.861863139,-0.058268247
-0.858943311,-0.029683849
-0.856024187,4.17E-04
-0.853105764,-0.023704789
-0.850188039,-0.069012091
-0.847271011,-0.139562091
-0.844354677,-0.229129823
-0.841439035,-0.325711793
-0.838524083,-0.419685828
-0.835609817,-0.50682579
-0.832696237,-0.586643597
-0.829783338,-0.444829817
-0.826871121,-0.49752498
-0.823959581,-0.514575028
-0.821048716,-0.50839587
-0.818138525,-0.489454287
-0.815229004,-0.467333948
-0.812320152,-0.451478988
-0.809411967,-0.451720664
-0.806504445,-0.478802019
-0.803597584,-0.544726279
-0.800691383,-0.653707696
-0.797785839,-0.612020129
-0.794880949,-0.748186418
-0.791976711,-0.88314641
-0.789073123,-1.010199258
-0.786170183,-1.122642852
-0.783267888,-1.215422932
-0.780366235,-1.286588992
