-7.967063391766959074e-03 1.372192843262371115e-03 2.175228016516705509e-03 8.779945935678619591e-04 6.787014867448590240e-04 1.248131333400511172e-03 3.949745997392978053e-04 3.827275389884754572e-04 5.966700014017924103e-04 2.404429781450845955e-04
8.248460051852987609e-04 -7.902019456227642180e-03 8.755648795918082516e-04 7.570230566334826315e-04 1.246295423592959448e-03 7.995551948205619971e-04 7.291583908825500018e-04 1.237425050734834199e-03 7.560236829166583176e-04 6.761277718694852111e-04
1.192608823424274461e-03 9.913991365410280629e-04 1.918545269534385278e-03 1.161132838745716376e-03 -9.359907176705211870e-03 1.311609597811031836e-03 7.516315648590731445e-04 4.320210852472798732e-04 1.078525356120894375e-03 5.224335044215280832e-04
1.390924005921573108e-03 9.822465217564954176e-04 2.088235871739168182e-03 7.383445134417168133e-04 6.893133396678994846e-04 1.499531821902564148e-03 4.155791385427774699e-04 4.000175262411945166e-04 1.178554309310543384e-03 -9.382747048523933445e-03
6.540794921455359229e-04 2.518256553422005672e-03 1.413560844047868394e-03 4.640539985314320426e-04 1.612206857727193883e-03 6.123402676802411002e-04 -9.608699868114117110e-03 1.643498476158460932e-03 3.570518955153364126e-04 3.336514828860413957e-04
1.439312255483269406e-03 8.762925598858101097e-04 -8.463744881702820605e-03 1.790036224331541899e-03 5.802272121834370529e-04 1.250262278503910069e-03 1.017348957270079778e-03 3.942209743869806910e-04 7.435945373669116927e-04 3.724498822908797985e-04
-8.381787579201814900e-03 1.091555857005885224e-03 1.436814095971597656e-03 1.357563230138309667e-03 8.452887951152493863e-04 1.163140039877444886e-03 6.753198263133730487e-04 7.715448432344023180e-04 7.354076286912126842e-04 3.051532628543395420e-04
1.247617234359931328e-03 1.338754169542399159e-03 1.670759963186323844e-03 1.252697291218708969e-03 6.870029772529640238e-04 1.357043585889893510e-03 8.752218740543988738e-04 4.842783723328067174e-04 -9.363032143705934604e-03 4.496566758685096427e-04
1.510882957696063579e-03 1.710468854545242005e-03 1.229133401070565089e-03 1.599840592392413711e-03 1.107184167913391514e-03 6.367474675955292528e-04 7.940717174738861099e-04 -9.464588085492308886e-03 5.654271516592070763e-04 3.108317751460111999e-04
1.120248227177023407e-03 1.370679691499566673e-03 7.599387023782693028e-04 1.355659055609293806e-03 7.940667665901922139e-04 1.186352125830413906e-03 -8.973985999413278125e-03 1.073985519174144171e-03 8.517247267625972524e-04 4.613311843917763076e-04
1.134847293429039122e-03 1.545424303571924429e-03 1.614721321686175912e-03 8.635180978004247361e-04 9.931856693262621112e-04 8.705294168636257442e-04 6.939431428070423754e-04 9.998577044095680478e-04 -9.325337732532804763e-03 6.093107826387438031e-04
1.033572600031976542e-03 2.013920892078727501e-03 1.886669984800389563e-03 9.993665988232204068e-04 8.557107566274776630e-04 1.080546404090027219e-03 5.944504431934715619e-04 6.985736579645745016e-04 -9.551237673485429500e-03 3.884263358755654085e-04
1.639299223699436456e-03 1.267336354819057799e-03 1.366821844348960159e-03 9.528709335579000142e-04 9.264135590118488094e-04 8.102087023003440519e-04 8.834087081799989324e-04 9.253909354451897353e-04 -9.440738763759896207e-03 6.689885023971602496e-04
