epoch,accuracy,loss,val_accuracy,val_loss
0,0.6950200200080872,329.8809814453125,0.7885000109672546,185.24893188476562
1,0.7875400185585022,186.28123474121094,0.802299976348877,165.8641357421875
2,0.8040599822998047,167.815185546875,0.8190000057220459,148.53016662597656
3,0.8118799924850464,158.3519744873047,0.819599986076355,151.73573303222656
4,0.811959981918335,154.88653564453125,0.8253999948501587,144.3881072998047
5,0.8162199854850769,151.97891235351562,0.8263000249862671,143.93560791015625
6,0.8176400065422058,149.31387329101562,0.8288999795913696,136.39231872558594
7,0.8212400078773499,145.44630432128906,0.8410000205039978,133.25482177734375
8,0.825439989566803,141.8271942138672,0.8342999815940857,132.7530975341797
9,0.8285999894142151,137.74693298339844,0.8305000066757202,138.1099090576172
0,0.8745800256729126,0.4983843266963959,0.9035000205039978,0.3266054093837738
1,0.9247199892997742,0.2551283836364746,0.9308000206947327,0.23453545570373535
2,0.932200014591217,0.2229607254266739,0.9330999851226807,0.22168225049972534
3,0.9389600157737732,0.20348234474658966,0.9434000253677368,0.1910790652036667
4,0.9414399862289429,0.19117695093154907,0.9376999735832214,0.21836110949516296
5,0.9421399831771851,0.19143374264240265,0.9447000026702881,0.1870003342628479
6,0.9445000290870667,0.18330182135105133,0.9455000162124634,0.1887636035680771
7,0.9459800124168396,0.18014465272426605,0.9380000233650208,0.20902019739151
8,0.9469799995422363,0.1738065630197525,0.9465000033378601,0.19509297609329224
9,0.9480599761009216,0.16985122859477997,0.9449999928474426,0.1890331357717514
0,0.7156199812889099,1670.08642578125,0.7943999767303467,889.8004760742188
1,0.8067600131034851,874.7821044921875,0.8240000009536743,745.8284912109375
2,0.8178799748420715,792.2566528320312,0.8367999792098999,687.492919921875
3,0.8229399919509888,766.4183349609375,0.8360999822616577,699.0159301757812
4,0.8265200257301331,751.1148681640625,0.8270000219345093,721.4490356445312
5,0.8281000256538391,752.7638549804688,0.83160001039505,697.15771484375
6,0.8286200165748596,740.1217651367188,0.84170001745224,675.778076171875
7,0.828980028629303,735.2271728515625,0.8317000269889832,701.4700317382812
8,0.8302000164985657,731.626708984375,0.8348000049591064,699.917236328125
9,0.8296200037002563,728.8079833984375,0.8432000279426575,665.380615234375
0,0.8518800139427185,49.64089584350586,0.901199996471405,22.178476333618164
1,0.9068800210952759,20.34733009338379,0.9010000228881836,22.06919288635254
2,0.9087200164794922,18.43917465209961,0.9078999757766724,19.25863265991211
3,0.9118800163269043,17.521408081054688,0.8982999920845032,19.873779296875
4,0.9132599830627441,17.082014083862305,0.9154000282287598,16.89141273498535
5,0.9147599935531616,16.289026260375977,0.9146000146865845,16.960771560668945
6,0.9135800004005432,16.439971923828125,0.9007999897003174,19.551624298095703
7,0.9157000184059143,15.696691513061523,0.9107999801635742,17.437969207763672
8,0.9143999814987183,15.990579605102539,0.9111999869346619,16.877540588378906
9,0.9178599715232849,15.362918853759766,0.9280999898910522,14.845887184143066
0,0.7193400263786316,1.8390376567840576,0.8252000212669373,0.7958486676216125
1,0.8332200050354004,0.7727408409118652,0.85589998960495,0.6595819592475891
2,0.8558599948883057,0.620394229888916,0.8700000047683716,0.5424803495407104
3,0.8663399815559387,0.5560932755470276,0.8827000260353088,0.4747627377510071
4,0.8722400069236755,0.5178061723709106,0.8797000050544739,0.505804717540741
5,0.8777400255203247,0.498795747756958,0.8666999936103821,0.5514184832572937
6,0.882420003414154,0.47050854563713074,0.8763999938964844,0.5120702385902405
7,0.8875399827957153,0.44411545991897583,0.8985999822616577,0.41534340381622314
8,0.8947799801826477,0.41012078523635864,0.8924999833106995,0.419894814491272
9,0.8960000276565552,0.39925721287727356,0.9027000069618225,0.3898420035839081
0,0.4346800148487091,2.263054370880127,0.447299987077713,2.256251335144043
1,0.41679999232292175,2.2560718059539795,0.42829999327659607,2.253919839859009
2,0.400519996881485,2.2548091411590576,0.4383000135421753,2.2531304359436035
3,0.38857999444007874,2.2541372776031494,0.4018999934196472,2.252688407897949
4,0.38449999690055847,2.2536556720733643,0.3831999897956848,2.252206563949585
0,0.7171800136566162,0.9386552572250366,0.8133000135421753,0.67560213804245
1,0.8051400184631348,0.6846197843551636,0.8287000060081482,0.6270653605461121
2,0.8145800232887268,0.6542233824729919,0.8331000208854675,0.6115915775299072
3,0.8199599981307983,0.6377887725830078,0.8395000100135803,0.5895060300827026
4,0.8241599798202515,0.62669837474823,0.8467000126838684,0.5790002346038818
5,0.8265399932861328,0.6190811395645142,0.8355000019073486,0.5882424116134644
6,0.828000009059906,0.6186663508415222,0.8446000218391418,0.5747269988059998
7,0.8252599835395813,0.6178261637687683,0.8421000242233276,0.582624614238739
8,0.8266400098800659,0.6171177625656128,0.8428999781608582,0.5778311491012573
9,0.8284199833869934,0.6158493757247925,0.8429999947547913,0.5772873759269714
0,0.21017999947071075,199.1993408203125,0.3273000121116638,140.98951721191406
1,0.24966000020503998,166.5221405029297,0.2883000075817108,158.54513549804688
2,0.241799995303154,165.60714721679688,0.125,226.24290466308594
3,0.2277200073003769,168.50665283203125,0.28049999475479126,188.72853088378906
4,0.225600004196167,166.4585723876953,0.30809998512268066,102.78845977783203
5,0.22689999639987946,167.80001831054688,0.34790000319480896,96.91549682617188
6,0.2442999929189682,160.23614501953125,0.23149999976158142,158.238525390625
7,0.20759999752044678,180.1403350830078,0.2662999927997589,145.6505584716797
8,0.22497999668121338,162.12948608398438,0.21529999375343323,158.76585388183594
9,0.23216000199317932,162.66786193847656,0.19920000433921814,247.56654357910156
0,0.14552000164985657,7.52870512008667,0.10409999638795853,3.7534449100494385
1,0.1806199997663498,3.1755220890045166,0.23520000278949738,2.108029365539551
2,0.1779399961233139,2.7281744480133057,0.12449999898672104,2.2973551750183105
3,0.14156000316143036,2.4904072284698486,0.11580000072717667,2.4018759727478027
4,0.12588000297546387,2.523428201675415,0.11069999635219574,2.3794829845428467
5,0.1250399947166443,2.416346549987793,0.10140000283718109,2.3351526260375977
6,0.12251999974250793,2.377380847930908,0.06689999997615814,2.4477059841156006
7,0.11196000128984451,2.4334335327148438,0.1274999976158142,2.235278606414795
8,0.12637999653816223,2.3061721324920654,0.11289999634027481,2.3029463291168213
9,0.11680000275373459,2.3011748790740967,0.1437000036239624,2.293272018432617
0,0.09933999925851822,2.748185873031616,0.11339999735355377,2.3019111156463623
0,0.14023999869823456,8.173843383789062,0.1551000028848648,8.780024528503418
1,0.13718000054359436,4.93313455581665,0.13680000603199005,4.812804698944092
2,0.19011999666690826,3.0364959239959717,0.23899999260902405,2.232191801071167
3,0.16308000683784485,2.567308187484741,0.10790000110864639,2.7197771072387695
4,0.13082000613212585,2.4906136989593506,0.15970000624656677,2.675075054168701
