epoch,accuracy,loss,val_accuracy,val_loss
5,0.1174200028181076,2.5118353366851807,0.15189999341964722,2.3781824111938477
6,0.11277999728918076,2.4670193195343018,0.13979999721050262,2.2885704040527344
7,0.11358000338077545,2.3858790397644043,0.040300000458955765,2.3339738845825195
8,0.10388000309467316,2.4139206409454346,0.10369999706745148,2.61859130859375
9,0.10357999801635742,2.378014326095581,0.12439999729394913,2.467712640762329
0,0.14433999359607697,10.020349502563477,0.1754000037908554,2.266688108444214
1,0.17375999689102173,3.02099871635437,0.1687999963760376,2.340501546859741
2,0.17348000407218933,2.4024498462677,0.20090000331401825,2.326740026473999
3,0.1283400058746338,3.020805835723877,0.210099995136261,2.3029866218566895
4,0.13104000687599182,2.67057466506958,0.06520000100135803,2.6284306049346924
5,0.13436000049114227,2.480522871017456,0.1615999937057495,2.245408296585083
6,0.13444000482559204,2.314091920852661,0.2143000066280365,2.217217445373535
7,0.11497999727725983,2.3550586700439453,0.07930000126361847,2.3221025466918945
8,0.11268000304698944,2.313350200653076,0.10440000146627426,2.290215015411377
9,0.10217999666929245,2.343233585357666,0.08070000261068344,2.3127875328063965
0,0.14509999752044678,46.64561080932617,0.1712000072002411,46.04117202758789
1,0.14159999787807465,43.94293975830078,0.17260000109672546,38.50992965698242
2,0.14086000621318817,38.13922882080078,0.121799997985363,36.61119079589844
3,0.14924000203609467,31.200231552124023,0.1477999985218048,23.684974670410156
4,0.13539999723434448,30.40703010559082,0.21299999952316284,25.552085876464844
5,0.13298000395298004,28.493724822998047,0.18000000715255737,21.5350284576416
6,0.1356399953365326,25.745220184326172,0.08780000358819962,23.60634422302246
7,0.13500000536441803,24.713214874267578,0.19920000433921814,19.015792846679688
8,0.13492000102996826,23.241792678833008,0.1517000049352646,24.19158363342285
9,0.13942000269889832,21.636165618896484,0.11029999703168869,17.03043556213379
0,0.13458000123500824,8.185314178466797,0.17139999568462372,4.022172927856445
1,0.15967999398708344,2.9669852256774902,0.2224999964237213,2.892733335494995
2,0.12817999720573425,3.0823864936828613,0.09520000219345093,2.5030720233917236
3,0.13451999425888062,2.6282920837402344,0.21289999783039093,2.2743031978607178
4,0.12393999844789505,2.392942428588867,0.1551000028848648,2.2253870964050293
5,0.1252399981021881,2.3916425704956055,0.05429999902844429,2.35441517829895
6,0.11264000087976456,2.3687400817871094,0.13830000162124634,2.4485433101654053
7,0.10943999886512756,2.361722946166992,0.048900000751018524,2.3674850463867188
8,0.10735999792814255,2.342226266860962,0.05860000103712082,2.3007757663726807
9,0.10465999692678452,2.3223795890808105,0.12229999899864197,2.2871029376983643
0,0.14429999887943268,44.946964263916016,0.13510000705718994,53.80253601074219
1,0.12973999977111816,45.064979553222656,0.2280000001192093,26.313512802124023
2,0.14190000295639038,37.24248123168945,0.1396999955177307,29.69281005859375
3,0.1413400024175644,34.048606872558594,0.1347000002861023,34.87900161743164
4,0.13614000380039215,33.0639533996582,0.11720000207424164,32.35084533691406
5,0.13262000679969788,30.4739933013916,0.08240000158548355,25.661531448364258
6,0.13089999556541443,29.78950309753418,0.1492999941110611,18.3748836517334
7,0.1412000060081482,24.083940505981445,0.19920000433921814,36.805084228515625
8,0.13517999649047852,23.306655883789062,0.1518000066280365,14.442975044250488
9,0.13743999600410461,23.16634750366211,0.07000000029802322,24.321510314941406
0,0.18991999328136444,2.256399154663086,0.22179999947547913,2.1369943618774414
1,0.19952000677585602,2.2382726669311523,0.22020000219345093,2.1974751949310303
2,0.1999800056219101,2.230526924133301,0.18459999561309814,2.1874656677246094
3,0.19828000664710999,2.234712600708008,0.13619999587535858,2.3790719509124756
4,0.20708000659942627,2.2182302474975586,0.20880000293254852,2.2136340141296387
5,0.21281999349594116,2.203911304473877,0.19519999623298645,2.2690608501434326
6,0.20764000713825226,2.20888614654541,0.28929999470710754,2.1286778450012207
7,0.20263999700546265,2.2224535942077637,0.21199999749660492,2.1760449409484863
8,0.1914599984884262,2.2354259490966797,0.11819999665021896,2.374572992324829
9,0.20200000703334808,2.218234062194824,0.14790000021457672,2.3029661178588867
0,0.1951799988746643,2.242504358291626,0.24549999833106995,2.14044189453125
1,0.206619992852211,2.223752737045288,0.17249999940395355,2.2786056995391846
2,0.19290000200271606,2.243903636932373,0.18649999797344208,2.234088659286499
3,0.19728000462055206,2.2369046211242676,0.23929999768733978,2.143071174621582
4,0.2034599930047989,2.2246363162994385,0.18199999630451202,2.2378079891204834
5,0.20205999910831451,2.222461700439453,0.1590999960899353,2.2708840370178223
6,0.19618000090122223,2.2358524799346924,0.23499999940395355,2.1729965209960938
7,0.20389999449253082,2.2205710411071777,0.17309999465942383,2.2850184440612793
8,0.20506000518798828,2.2167680263519287,0.303600013256073,2.113858699798584
9,0.1993200033903122,2.2236979007720947,0.1412000060081482,2.1828246116638184
0,0.1935800015926361,2.2561213970184326,0.19189999997615814,2.246018648147583
1,0.19332000613212585,2.254098653793335,0.2874000072479248,2.0845494270324707
2,0.20358000695705414,2.2331161499023438,0.17520000040531158,2.2597482204437256
3,0.19193999469280243,2.2514779567718506,0.15479999780654907,2.436297655105591
4,0.20409999787807465,2.2262189388275146,0.2770000100135803,2.1160662174224854
5,0.20844000577926636,2.219913959503174,0.22779999673366547,2.216825246810913
6,0.20825999975204468,2.213817596435547,0.09470000118017197,2.5108814239501953
7,0.21593999862670898,2.203343391418457,0.20090000331401825,2.1982672214508057
8,0.20083999633789062,2.2272632122039795,0.24770000576972961,2.110833168029785
9,0.20735999941825867,2.2129669189453125,0.20229999721050262,2.1702868938446045
0,0.30654001235961914,2.3004703521728516,0.2531999945640564,2.299832582473755
1,0.31703999638557434,2.3001649379730225,0.22380000352859497,2.300084352493286
0,0.32806000113487244,2.2597169876098633,0.28119999170303345,2.2503063678741455
1,0.27935999631881714,2.248915433883667,0.2551000118255615,2.246563673019409
2,0.2618800103664398,2.2468061447143555,0.24009999632835388,2.2456281185150146
3,0.2621999979019165,2.2462997436523438,0.27390000224113464,2.2455692291259766
0,0.3421599864959717,2.300856828689575,0.2944999933242798,2.3003647327423096
0,0.5553799867630005,2.2897591590881348,0.5641000270843506,2.287562608718872
0,0.3420200049877167,2.300823450088501,0.15950000286102295,2.300299644470215
1,0.24310000240802765,2.299607992172241,0.2793000042438507,2.299847364425659
0,0.6742799878120422,2.4915671348571777,0.8047000169754028,0.9812811613082886
1,0.8021399974822998,0.9569269418716431,0.829800009727478,0.7357504963874817
2,0.8313800096511841,0.7604907751083374,0.8485999703407288,0.6137968897819519
3,0.8469799757003784,0.638587236404419,0.8684999942779541,0.5256810784339905
4,0.8555200099945068,0.5804674029350281,0.8598999977111816,0.5491999983787537
5,0.862339973449707,0.5376383066177368,0.8690000176429749,0.4964030683040619
6,0.8699399828910828,0.4986564815044403,0.8763999938964844,0.47921988368034363
7,0.8747000098228455,0.4703293740749359,0.871399998664856,0.4710094630718231
8,0.8792600035667419,0.4510349631309509,0.8892999887466431,0.4041455388069153
9,0.8814600110054016,0.4337974488735199,0.8715000152587891,0.4577283263206482
0,0.7366200089454651,1.1093369722366333,0.7921000123023987,0.6813240051269531
1,0.7616199851036072,0.7764235734939575,0.7354999780654907,0.8419820070266724
2,0.7519999742507935,0.8032075762748718,0.7601000070571899,0.7731927633285522
0,0.6721199750900269,2.653928518295288,0.7993000149726868,1.0630124807357788
0,0.743179976940155,0.9331897497177124,0.833899974822998,0.6816577911376953
1,0.8155199885368347,0.7033030986785889,0.8420000076293945,0.6383528113365173
2,0.8240399956703186,0.677895724773407,0.8353999853134155,0.6389250755310059
3,0.8262400031089783,0.6699120402336121,0.8458999991416931,0.6246179342269897
4,0.8295000195503235,0.6612606048583984,0.8438000082969666,0.6249440908432007
5,0.8319200277328491,0.6536373496055603,0.8513000011444092,0.6032646894454956
6,0.8348199725151062,0.6478559970855713,0.8659999966621399,0.5962929725646973
7,0.8367400169372559,0.6422293186187744,0.8475000262260437,0.6043677926063538
8,0.837119996547699,0.6397908329963684,0.8476999998092651,0.611977756023407
9,0.8368200063705444,0.6369282603263855,0.8589000105857849,0.5971967577934265
0,0.7457799911499023,0.921550452709198,0.8198000192642212,0.6911764740943909
1,0.8161799907684326,0.7068756818771362,0.8391000032424927,0.6507244110107422
2,0.8197399973869324,0.6830335259437561,0.8424000144004822,0.6337181329727173
3,0.8224599957466125,0.6735070943832397,0.8381999731063843,0.6336768269538879
4,0.8242800235748291,0.6647639870643616,0.8381999731063843,0.6248596906661987
5,0.8259400129318237,0.6606087684631348,0.8299000263214111,0.6269137859344482
6,0.8280199766159058,0.6516246199607849,0.8389000296592712,0.6130262613296509
0,0.05116000026464462,4.564162254333496,0.052000001072883606,4.518431186676025
1,0.05116000026464462,4.564157009124756,0.052000001072883606,4.518431186676025
2,0.05116000026464462,4.564159393310547,0.052000001072883606,4.518431186676025
3,0.05116000026464462,4.564159393310547,0.052000001072883606,4.518431186676025
4,0.05116000026464462,4.564159870147705,0.052000001072883606,4.518431186676025
0,0.48809999227523804,1.694569706916809,0.7193999886512756,0.9368075132369995
1,0.7514600157737732,0.873434841632843,0.8044000267982483,0.7435593008995056
2,0.7964199781417847,0.7607877850532532,0.824999988079071,0.6819456219673157
3,0.813260018825531,0.7197086215019226,0.8331000208854675,0.6564573049545288
4,0.8194199800491333,0.6987881064414978,0.8395000100135803,0.637113094329834
5,0.8248199820518494,0.678484320640564,0.8489000201225281,0.6152774095535278
6,0.8303800225257874,0.655699610710144,0.8543999791145325,0.5939375162124634
7,0.8354399800300598,0.6377582550048828,0.8579999804496765,0.5802922248840332
8,0.8380799889564514,0.6276869773864746,0.8600000143051147,0.574070155620575
9,0.8408399820327759,0.6227927803993225,0.8605999946594238,0.570558488368988
